STATE,Date,Home Value,Structure Cost,Land Value,Land Share (Pct),Home Price Index,Land Price Index
MA,2012Q3,315654.80,203922.33,111732.47,35.4%,1.290,0.912
MA,2012Q4,318271.72,204865.33,113406.40,35.6%,1.301,0.927
MA,2013Q1,321496.86,206163.26,115333.60,35.9%,1.314,0.944
MA,2013Q2,324998.74,207776.13,117222.61,36.1%,1.329,0.960
MA,2013Q3,328520.00,209600.08,118919.92,36.2%,1.343,0.976
MA,2013Q4,331924.88,211531.01,120393.87,36.3%,1.357,0.989
MA,2014Q1,335186.79,215543.91,119642.88,35.7%,1.370,0.984
MA,2014Q2,338459.87,215783.04,122676.83,36.2%,1.384,1.010
MA,2014Q3,341545.43,220381.36,121164.07,35.5%,1.396,0.999
MA,2014Q4,344410.79,224862.71,119548.08,34.7%,1.408,0.987
MA,2015Q1,347181.84,225087.95,122093.89,35.2%,1.419,1.010
MA,2015Q2,349889.60,222929.90,126959.69,36.3%,1.430,1.051
MA,2015Q3,352577.26,224133.97,128443.29,36.4%,1.441,1.065
MA,2015Q4,355314.34,226245.11,129069.22,36.3%,1.453,1.071
MA,2016Q1,358075.33,228490.07,129585.26,36.2%,1.464,1.077
MI,1975Q1,26277.67,24937.66,1340.02,5.1%,0.180,0.000
MI,1975Q2,26640.20,25112.12,1528.08,5.7%,0.182,0.000
MI,1975Q3,26968.70,25220.39,1748.30,6.5%,0.184,0.000
MI,1975Q4,27261.65,25321.24,1940.41,7.1%,0.186,0.000
MI,1976Q1,27565.20,25467.77,2097.43,7.6%,0.189,0.000
MI,1976Q2,27909.41,25678.00,2231.41,8.0%,0.191,0.000
MI,1976Q3,28325.95,25968.24,2357.71,8.3%,0.194,0.000
MI,1976Q4,28858.69,26353.20,2505.49,8.7%,0.197,0.000
MI,1977Q1,29535.08,26835.50,2699.57,9.1%,0.202,0.000
MI,1977Q2,30379.14,27385.48,2993.67,9.9%,0.208,0.000
MI,1977Q3,31419.50,27956.89,3462.61,11.0%,0.215,0.000
MI,1977Q4,32654.20,28506.04,4148.16,12.7%,0.223,0.000
MI,1978Q1,34095.79,29013.80,5081.99,14.9%,0.233,0.000
MI,1978Q2,35729.60,29504.34,6225.27,17.4%,0.244,0.000
MI,1978Q3,37494.35,30041.45,7452.90,19.9%,0.256,0.000
MI,1978Q4,39316.78,30681.46,8635.32,22.0%,0.269,0.000
MI,1979Q1,41104.87,31462.34,9642.53,23.5%,0.281,0.000
MI,1979Q2,42733.32,32342.58,10390.73,24.3%,0.292,0.000
MI,1979Q3,44100.02,33264.88,10835.14,24.6%,0.302,0.000
MI,1979Q4,45170.91,34171.31,10999.60,24.4%,0.309,0.000
MI,1980Q1,46000.66,35012.64,10988.02,23.9%,0.315,0.000
MI,1980Q2,46658.73,35823.56,10835.17,23.2%,0.319,0.000
MI,1980Q3,47182.60,36630.81,10551.80,22.4%,0.323,0.000
MI,1980Q4,47612.01,37467.78,10144.23,21.3%,0.326,0.000
MI,1981Q1,47978.86,38361.74,9617.12,20.0%,0.328,0.000
MI,1981Q2,48241.47,39243.23,8998.24,18.7%,0.330,0.000
MI,1981Q3,48312.47,40060.44,8252.03,17.1%,0.330,0.000
MI,1981Q4,48082.37,40752.39,7329.98,15.2%,0.329,0.000
MI,1982Q1,47539.12,41272.88,6266.24,13.2%,0.325,0.000
MI,1982Q2,46768.63,41665.38,5103.25,10.9%,0.320,0.000
MI,1982Q3,45988.05,41976.63,4011.43,8.7%,0.315,0.000
MI,1982Q4,45402.41,42257.12,3145.29,6.9%,0.311,0.000
MI,1983Q1,45224.21,42544.32,2679.89,5.9%,0.309,0.000
MI,1983Q2,45285.95,42842.03,2443.92,5.4%,0.310,0.000
MI,1983Q3,45463.82,43136.78,2327.03,5.1%,0.311,0.000
MI,1983Q4,45702.84,43417.70,2285.14,5.0%,0.313,0.000
MI,1984Q1,46016.44,43715.61,2300.82,5.0%,0.315,0.000
MI,1984Q2,46376.43,44057.60,2318.82,5.0%,0.317,0.000
MI,1984Q3,46803.67,44463.48,2340.18,5.0%,0.320,0.000
MI,1984Q4,47333.35,44966.68,2366.67,5.0%,0.324,0.000
MI,1985Q1,47996.30,45596.48,2399.81,5.0%,0.328,0.000
MI,1985Q2,48782.10,46342.99,2439.10,5.0%,0.334,0.000
MI,1985Q3,49696.77,47211.93,2484.84,5.0%,0.340,0.000
MI,1985Q4,50749.97,48212.47,2537.50,5.0%,0.347,0.000
MI,1986Q1,51967.95,49369.55,2598.40,5.0%,0.355,0.000
MI,1986Q2,53357.64,50689.76,2667.88,5.0%,0.365,0.000
MI,1986Q3,54874.62,52130.89,2743.73,5.0%,0.375,0.000
MI,1986Q4,56466.54,53643.22,2823.33,5.0%,0.386,0.000
MI,1987Q1,58095.35,55190.58,2904.77,5.0%,0.397,0.000
MI,1987Q2,59713.50,56727.83,2985.68,5.0%,0.408,0.001
MI,1987Q3,61263.76,58200.57,3063.19,5.0%,0.419,0.001
MI,1987Q4,62729.72,59593.23,3136.49,5.0%,0.429,0.001
MI,1988Q1,64126.93,60920.58,3206.35,5.0%,0.439,0.001
MI,1988Q2,65476.70,62202.86,3273.83,5.0%,0.448,0.002
MI,1988Q3,66778.02,63439.12,3338.90,5.0%,0.457,0.002
MI,1988Q4,68051.56,64648.98,3402.58,5.0%,0.465,0.003
MI,1989Q1,69333.89,65867.20,3466.69,5.0%,0.474,0.003
MI,1989Q2,70626.51,67095.19,3531.33,5.0%,0.483,0.004
MI,1989Q3,71889.97,68295.47,3594.50,5.0%,0.492,0.005
MI,1989Q4,73074.68,69420.95,3653.73,5.0%,0.500,0.006
MI,1990Q1,74183.97,70474.77,3709.20,5.0%,0.507,0.008
MI,1990Q2,75206.95,71446.60,3760.35,5.0%,0.514,0.010
MI,1990Q3,76143.23,72336.06,3807.16,5.0%,0.521,0.011
MI,1990Q4,77015.65,72910.67,4104.98,5.3%,0.527,0.013
MI,1991Q1,77868.85,73701.46,4167.39,5.4%,0.533,0.013
MI,1991Q2,78715.90,74643.99,4071.91,5.2%,0.538,0.012
MI,1991Q3,79566.90,75588.55,3978.34,5.0%,0.544,0.012
MI,1991Q4,80431.47,76409.90,4021.57,5.0%,0.550,0.012
MI,1992Q1,81295.41,77230.64,4064.77,5.0%,0.556,0.013
MI,1992Q2,82132.28,78025.66,4106.61,5.0%,0.562,0.015
MI,1992Q3,82960.08,78812.07,4148.00,5.0%,0.567,0.017
MI,1992Q4,83791.67,79602.08,4189.58,5.0%,0.573,0.018
MI,1993Q1,84648.55,80416.12,4232.43,5.0%,0.579,0.020
MI,1993Q2,85601.29,81321.23,4280.06,5.0%,0.585,0.021
MI,1993Q3,86671.55,82337.98,4333.58,5.0%,0.593,0.024
MI,1993Q4,87878.22,83484.31,4393.91,5.0%,0.601,0.028
MI,1994Q1,89231.11,84769.55,4461.56,5.0%,0.610,0.035
MI,1994Q2,90742.97,86205.82,4537.15,5.0%,0.621,0.046
MI,1994Q3,92425.10,87803.84,4621.25,5.0%,0.632,0.061
MI,1994Q4,94282.29,89568.18,4714.11,5.0%,0.645,0.077
MI,1995Q1,96309.30,91493.84,4815.47,5.0%,0.659,0.093
MI,1995Q2,98480.33,93556.31,4924.02,5.0%,0.674,0.109
MI,1995Q3,100753.42,95555.52,5197.90,5.2%,0.689,0.129
MI,1995Q4,103082.92,96729.17,6353.75,6.2%,0.705,0.157
MI,1996Q1,105423.90,97484.68,7939.22,7.5%,0.721,0.197
MI,1996Q2,107732.25,97907.15,9825.09,9.1%,0.737,0.243
MI,1996Q3,109978.87,98140.49,11838.38,10.8%,0.752,0.294
MI,1996Q4,112154.70,98330.58,13824.12,12.3%,0.767,0.343
MI,1997Q1,114271.46,98591.52,15679.94,13.7%,0.782,0.390
MI,1997Q2,116354.94,98943.70,17411.24,15.0%,0.796,0.433
MI,1997Q3,118443.53,99366.34,19077.19,16.1%,0.810,0.476
MI,1997Q4,120588.77,99843.28,20745.49,17.2%,0.825,0.518
MI,1998Q1,122816.79,100374.72,22442.07,18.3%,0.840,0.562
MI,1998Q2,125147.08,100933.87,24213.21,19.3%,0.856,0.607
MI,1998Q3,127579.08,101538.94,26040.14,20.4%,0.873,0.654
MI,1998Q4,130101.63,102195.80,27905.83,21.4%,0.890,0.702
MI,1999Q1,132695.47,102913.82,29781.65,22.4%,0.908,0.751
MI,1999Q2,135347.51,103660.76,31686.75,23.4%,0.926,0.800
MI,1999Q3,138048.56,104425.77,33622.79,24.4%,0.944,0.850
MI,1999Q4,140786.37,105190.41,35595.96,25.3%,0.963,0.900
MI,2000Q1,143524.84,105859.21,37665.62,26.2%,0.982,0.951
MI,2000Q2,146210.00,106651.58,39558.42,27.1%,1.000,1.000
MI,2000Q3,148792.29,107512.21,41280.09,27.7%,1.018,1.046
MI,2000Q4,151256.91,108467.61,42789.30,28.3%,1.035,1.087
MI,2001Q1,153616.72,109687.45,43929.28,28.6%,1.051,1.123
MI,2001Q2,155880.53,110797.51,45083.02,28.9%,1.066,1.155
MI,2001Q3,158066.10,111923.42,46142.68,29.2%,1.081,1.185
MI,2001Q4,160171.36,113041.55,47129.81,29.4%,1.095,1.212
MI,2002Q1,162209.90,114015.23,48194.66,29.7%,1.109,1.237
MI,2002Q2,164194.21,115005.32,49188.89,30.0%,1.123,1.264
MI,2002Q3,166144.26,115819.40,50324.87,30.3%,1.136,1.294
MI,2002Q4,168083.97,116365.63,51718.34,30.8%,1.150,1.331
MI,2003Q1,170005.42,116675.78,53329.64,31.4%,1.163,1.375
MI,2003Q2,171925.10,116943.48,54981.62,32.0%,1.176,1.419
MI,2003Q3,173878.22,117593.20,56285.03,32.4%,1.189,1.454
MI,2003Q4,175831.21,119005.02,56826.19,32.3%,1.203,1.469
MI,2004Q1,177748.49,121409.95,56338.54,31.7%,1.216,1.456
MI,2004Q2,179585.30,124521.67,55063.63,30.7%,1.228,1.424
MI,2004Q3,181305.81,127878.13,53427.68,29.5%,1.240,1.382
MI,2004Q4,182837.76,131028.05,51809.70,28.3%,1.251,1.340
MI,2005Q1,184073.54,133619.08,50454.46,27.4%,1.259,1.305
MI,2005Q2,184923.39,135747.98,49175.40,26.6%,1.265,1.272
MI,2005Q3,185314.28,137593.45,47720.83,25.8%,1.267,1.234
MI,2005Q4,185185.00,139341.27,45843.72,24.8%,1.267,1.186
MI,2006Q1,184544.14,141109.87,43434.27,23.5%,1.262,1.123
MI,2006Q2,183437.75,142816.01,40621.73,22.1%,1.255,1.050
MI,2006Q3,181840.94,144286.81,37554.13,20.7%,1.244,0.971
MI,2006Q4,179707.95,145358.38,34349.57,19.1%,1.229,0.888
MI,2007Q1,177000.26,145981.94,31018.33,17.5%,1.211,0.802
MI,2007Q2,173648.09,146436.32,27211.77,15.7%,1.188,0.704
MI,2007Q3,169706.81,147161.22,22545.59,13.3%,1.161,0.583
MI,2007Q4,165425.35,148579.32,16846.03,10.2%,1.131,0.435
MI,2008Q1,161115.34,150943.44,10171.90,6.3%,1.102,0.263
MI,2008Q2,157047.84,149195.45,7852.39,5.0%,1.074,0.083
MI,2008Q3,153536.13,145859.32,7676.81,5.0%,1.050,0.017
MI,2008Q4,150745.52,143208.25,7537.28,5.0%,1.031,0.007
MI,2009Q1,148649.37,141216.90,7432.47,5.0%,1.017,0.004
MI,2009Q2,146770.28,139431.77,7338.51,5.0%,1.004,0.003
MI,2009Q3,145055.50,137802.73,7252.78,5.0%,0.992,0.002
MI,2009Q4,143536.38,136359.56,7176.82,5.0%,0.982,0.002
MI,2010Q1,142238.53,135126.60,7111.93,5.0%,0.973,0.002
MI,2010Q2,141171.53,134112.95,7058.58,5.0%,0.966,0.001
MI,2010Q3,140249.49,133237.02,7012.47,5.0%,0.959,0.001
MI,2010Q4,139487.17,132512.81,6974.36,5.0%,0.954,0.001
MI,2011Q1,138961.61,132013.53,6948.08,5.0%,0.950,0.000
MI,2011Q2,138958.03,132010.13,6947.90,5.0%,0.950,0.000
MI,2011Q3,139720.06,132734.06,6986.00,5.0%,0.956,0.000
MI,2011Q4,141264.41,134076.88,7187.53,5.1%,0.966,0.000
MI,2012Q1,143570.35,134965.57,8604.78,6.0%,0.982,0.000
MI,2012Q2,146598.67,135529.38,11069.29,7.6%,1.003,0.000
MI,2012Q3,150151.40,135964.38,14187.02,9.4%,1.027,0.001
MI,2012Q4,154076.72,136467.92,17608.80,11.4%,1.054,0.001
MI,2013Q1,158222.78,137193.22,21029.56,13.3%,1.082,0.001
MI,2013Q2,162377.24,138117.32,24259.92,14.9%,1.111,0.001
MI,2013Q3,166370.36,139173.31,27197.05,16.3%,1.138,0.001
MI,2013Q4,170152.07,140294.39,29857.68,17.5%,1.164,0.001
MI,2014Q1,173845.07,142827.71,31017.35,17.8%,1.189,0.001
MI,2014Q2,177456.05,142851.27,34604.78,19.5%,1.214,0.002
MI,2014Q3,181021.49,145763.70,35257.80,19.5%,1.238,0.002
MI,2014Q4,184533.88,148605.68,35928.20,19.5%,1.262,0.002
MI,2015Q1,188005.60,148626.07,39379.54,20.9%,1.286,0.002
MI,2015Q2,191445.50,147064.18,44381.32,23.2%,1.309,0.002
MI,2015Q3,194888.46,147720.46,47168.00,24.2%,1.333,0.002
MI,2015Q4,198404.70,148972.49,49432.20,24.9%,1.357,0.002
MI,2016Q1,201966.37,150309.72,51656.65,25.6%,1.381,0.002
MN,1975Q1,29918.94,28422.99,1495.95,5.0%,0.208,0.000
MN,1975Q2,30813.57,29272.89,1540.68,5.0%,0.214,0.000
MN,1975Q3,31739.57,30152.59,1586.98,5.0%,0.221,0.000
MN,1975Q4,32666.96,31033.61,1633.35,5.0%,0.227,0.000
MN,1976Q1,33551.94,31874.35,1677.60,5.0%,0.234,0.001
MN,1976Q2,34372.12,32653.51,1718.61,5.0%,0.239,0.001
MN,1976Q3,35208.37,33447.95,1760.42,5.0%,0.245,0.001
MN,1976Q4,36165.09,34356.83,1808.25,5.0%,0.252,0.001
MN,1977Q1,37321.48,35455.40,1866.07,5.0%,0.260,0.001
MN,1977Q2,38703.45,36768.28,1935.17,5.0%,0.269,0.001
MN,1977Q3,40299.41,38284.44,2014.97,5.0%,0.280,0.002
MN,1977Q4,42046.69,39260.95,2785.74,6.6%,0.293,0.003
MN,1978Q1,43936.63,40064.04,3872.59,8.8%,0.306,0.004
MN,1978Q2,45948.53,40901.28,5047.24,11.0%,0.320,0.006
MN,1978Q3,47979.91,41782.14,6197.77,12.9%,0.334,0.007
MN,1978Q4,49950.86,42712.45,7238.41,14.5%,0.348,0.008
MN,1979Q1,51827.45,43690.62,8136.83,15.7%,0.361,0.009
MN,1979Q2,53554.59,44711.52,8843.06,16.5%,0.373,0.010
MN,1979Q3,55096.37,45754.35,9342.03,17.0%,0.383,0.011
MN,1979Q4,56434.57,46801.65,9632.91,17.1%,0.393,0.011
MN,1980Q1,57577.18,47840.39,9736.79,16.9%,0.401,0.011
MN,1980Q2,58507.40,48867.86,9639.54,16.5%,0.407,0.011
MN,1980Q3,59179.59,49888.21,9291.37,15.7%,0.412,0.011
MN,1980Q4,59553.85,50904.55,8649.30,14.5%,0.414,0.010
MN,1981Q1,59800.72,51927.38,7873.34,13.2%,0.416,0.009
MN,1981Q2,60173.74,52955.06,7218.69,12.0%,0.419,0.008
MN,1981Q3,60760.39,54005.76,6754.63,11.1%,0.423,0.008
MN,1981Q4,61467.16,55091.79,6375.37,10.4%,0.428,0.007
MN,1982Q1,62203.77,56220.86,5982.91,9.6%,0.433,0.007
MN,1982Q2,62935.11,57381.90,5553.22,8.8%,0.438,0.006
MN,1982Q3,63704.36,58560.50,5143.86,8.1%,0.443,0.006
MN,1982Q4,64527.38,59742.23,4785.14,7.4%,0.449,0.006
MN,1983Q1,65316.91,60897.32,4419.59,6.8%,0.455,0.005
MN,1983Q2,65951.73,61968.59,3983.14,6.0%,0.459,0.005
MN,1983Q3,66434.87,62871.63,3563.25,5.4%,0.462,0.004
MN,1983Q4,66870.27,63526.76,3343.51,5.0%,0.465,0.004
MN,1984Q1,67380.29,64011.27,3369.01,5.0%,0.469,0.004
MN,1984Q2,67940.83,64543.79,3397.04,5.0%,0.473,0.005
MN,1984Q3,68550.49,65122.97,3427.52,5.0%,0.477,0.005
MN,1984Q4,69174.70,65715.96,3458.73,5.0%,0.481,0.006
MN,1985Q1,69816.19,66325.38,3490.81,5.0%,0.486,0.007
MN,1985Q2,70476.59,66952.76,3523.83,5.0%,0.490,0.008
MN,1985Q3,71182.68,67623.55,3559.13,5.0%,0.495,0.008
MN,1985Q4,72014.52,68413.79,3600.73,5.0%,0.501,0.009
MN,1986Q1,72925.15,69278.90,3646.26,5.0%,0.508,0.010
MN,1986Q2,73897.07,70202.22,3694.85,5.0%,0.514,0.012
MN,1986Q3,74948.57,71201.15,3747.43,5.0%,0.522,0.014
MN,1986Q4,76029.25,72227.79,3801.46,5.0%,0.529,0.016
MN,1987Q1,77131.45,73274.88,3856.57,5.0%,0.537,0.019
MN,1987Q2,78191.12,74281.57,3909.56,5.0%,0.544,0.022
MN,1987Q3,79157.77,75199.88,3957.89,5.0%,0.551,0.024
MN,1987Q4,80042.41,76040.29,4002.12,5.0%,0.557,0.027
MN,1988Q1,80906.46,76861.13,4045.32,5.0%,0.563,0.029
MN,1988Q2,81734.48,77398.64,4335.84,5.3%,0.569,0.031
MN,1988Q3,82516.61,77951.86,4564.74,5.5%,0.574,0.033
MN,1988Q4,83295.73,78532.27,4763.46,5.7%,0.580,0.034
MN,1989Q1,84101.73,79143.14,4958.59,5.9%,0.585,0.036
MN,1989Q2,84937.01,79763.63,5173.38,6.1%,0.591,0.037
MN,1989Q3,85740.19,80367.30,5372.89,6.3%,0.597,0.039
MN,1989Q4,86442.88,80927.47,5515.42,6.4%,0.602,0.040
MN,1990Q1,87027.73,81423.94,5603.79,6.4%,0.606,0.040
MN,1990Q2,87521.59,81884.88,5636.71,6.4%,0.609,0.041
MN,1990Q3,87744.96,82337.23,5407.72,6.2%,0.611,0.039
MN,1990Q4,87946.10,82811.29,5134.81,5.8%,0.612,0.037
MN,1991Q1,88158.72,83324.26,4834.46,5.5%,0.614,0.035
MN,1991Q2,88399.80,83845.65,4554.15,5.2%,0.615,0.033
MN,1991Q3,88769.31,84330.84,4438.47,5.0%,0.618,0.032
MN,1991Q4,89311.19,84845.63,4465.56,5.0%,0.622,0.033
MN,1992Q1,90012.98,85512.33,4500.65,5.0%,0.626,0.036
MN,1992Q2,90846.80,86304.46,4542.34,5.0%,0.632,0.041
MN,1992Q3,91787.97,87198.57,4589.40,5.0%,0.639,0.047
MN,1992Q4,92807.13,88166.77,4640.36,5.0%,0.646,0.054
MN,1993Q1,93886.13,88797.74,5088.40,5.4%,0.653,0.061
MN,1993Q2,95002.15,89333.43,5668.73,6.0%,0.661,0.068
MN,1993Q3,96119.94,89834.99,6284.95,6.5%,0.669,0.075
MN,1993Q4,97210.48,90207.28,7003.20,7.2%,0.677,0.084
MN,1994Q1,98246.35,90413.59,7832.75,8.0%,0.684,0.094
MN,1994Q2,99199.70,90656.94,8542.76,8.6%,0.690,0.102
MN,1994Q3,100090.87,91195.54,8895.33,8.9%,0.697,0.107
MN,1994Q4,100984.81,92286.97,8697.84,8.6%,0.703,0.104
MN,1995Q1,101921.98,94083.20,7838.78,7.7%,0.709,0.094
MN,1995Q2,102956.99,96243.76,6713.23,6.5%,0.717,0.081
MN,1995Q3,104083.17,98353.14,5730.03,5.5%,0.724,0.069
MN,1995Q4,105249.03,99986.58,5262.45,5.0%,0.732,0.064
MN,1996Q1,106407.20,101086.84,5320.36,5.0%,0.741,0.067
MN,1996Q2,107533.57,102156.89,5376.68,5.0%,0.748,0.078
MN,1996Q3,108608.18,103177.77,5430.41,5.0%,0.756,0.094
MN,1996Q4,109648.79,104166.35,5482.44,5.0%,0.763,0.111
MN,1997Q1,110667.25,105133.88,5533.36,5.0%,0.770,0.124
MN,1997Q2,111723.86,106137.66,5586.19,5.0%,0.778,0.135
MN,1997Q3,112910.46,107264.94,5645.52,5.0%,0.786,0.147
MN,1997Q4,114304.97,108589.72,5715.25,5.0%,0.796,0.167
MN,1998Q1,115991.48,110191.91,5799.57,5.0%,0.807,0.203
MN,1998Q2,118010.07,111547.88,6462.19,5.5%,0.821,0.261
MN,1998Q3,120367.38,111947.62,8419.76,7.0%,0.838,0.340
MN,1998Q4,123028.87,112484.28,10544.59,8.6%,0.856,0.427
MN,1999Q1,125952.89,113249.53,12703.36,10.1%,0.877,0.515
MN,1999Q2,129126.78,114218.15,14908.63,11.5%,0.899,0.606
MN,1999Q3,132500.69,115351.98,17148.72,12.9%,0.922,0.699
MN,1999Q4,136065.53,116608.76,19456.77,14.3%,0.947,0.794
MN,2000Q1,139810.10,117895.21,21914.90,15.7%,0.973,0.894
MN,2000Q2,143684.70,119219.43,24465.27,17.0%,1.000,1.000
MN,2000Q3,147655.55,120446.06,27209.49,18.4%,1.028,1.115
MN,2000Q4,151688.84,121478.26,30210.57,19.9%,1.056,1.242
MN,2001Q1,155726.63,122382.69,33343.93,21.4%,1.084,1.381
MN,2001Q2,159710.87,123066.88,36643.99,22.9%,1.112,1.523
MN,2001Q3,163596.09,123854.26,39741.83,24.3%,1.139,1.656
MN,2001Q4,167393.52,124961.08,42432.44,25.3%,1.165,1.772
MN,2002Q1,171178.28,126417.13,44761.15,26.1%,1.191,1.867
MN,2002Q2,174985.68,128208.61,46777.07,26.7%,1.218,1.954
MN,2002Q3,178788.62,129909.69,48878.93,27.3%,1.244,2.045
MN,2002Q4,182554.98,131189.20,51365.79,28.1%,1.271,2.152
MN,2003Q1,186270.93,131900.70,54370.24,29.2%,1.296,2.283
MN,2003Q2,189929.93,132344.69,57585.24,30.3%,1.322,2.422
MN,2003Q3,193552.79,133099.58,60453.20,31.2%,1.347,2.547
MN,2003Q4,197137.04,134705.20,62431.84,31.7%,1.372,2.633
MN,2004Q1,200620.19,137494.54,63125.65,31.5%,1.396,2.664
MN,2004Q2,203986.84,141111.40,62875.44,30.8%,1.420,2.657
MN,2004Q3,207233.16,144947.29,62285.87,30.1%,1.442,2.634
MN,2004Q4,210310.50,148412.28,61898.23,29.4%,1.464,2.620
MN,2005Q1,213178.86,151052.64,62126.22,29.1%,1.484,2.631
MN,2005Q2,215801.76,153139.78,62661.98,29.0%,1.502,2.657
MN,2005Q3,218061.32,155023.57,63037.75,28.9%,1.518,2.676
MN,2005Q4,219791.26,157077.34,62713.92,28.5%,1.530,2.666
MN,2006Q1,220856.59,159546.83,61309.77,27.8%,1.537,2.609
MN,2006Q2,221262.32,162231.40,59030.92,26.7%,1.540,2.516
MN,2006Q3,221068.86,164783.16,56285.70,25.5%,1.539,2.403
MN,2006Q4,220340.36,166862.53,53477.83,24.3%,1.533,2.287
MN,2007Q1,219006.33,168314.75,50691.58,23.1%,1.524,2.175
MN,2007Q2,216852.88,169382.01,47470.87,21.9%,1.509,2.040
MN,2007Q3,213848.42,170603.80,43244.62,20.2%,1.488,1.861
MN,2007Q4,210161.02,172474.46,37686.56,17.9%,1.463,1.624
MN,2008Q1,206102.21,175296.90,30805.31,14.9%,1.434,1.329
MN,2008Q2,201980.76,178611.66,23369.10,11.6%,1.406,1.009
MN,2008Q3,198149.12,181765.29,16383.83,8.3%,1.379,0.708
MN,2008Q4,194818.51,184105.48,10713.03,5.5%,1.356,0.463
MN,2009Q1,192146.92,182539.58,9607.35,5.0%,1.337,0.301
MN,2009Q2,189854.05,180361.35,9492.70,5.0%,1.321,0.225
MN,2009Q3,187811.95,178421.35,9390.60,5.0%,1.307,0.184
MN,2009Q4,185939.30,176642.34,9296.97,5.0%,1.294,0.151
MN,2010Q1,184036.23,174834.42,9201.81,5.0%,1.281,0.115
MN,2010Q2,181978.03,172879.13,9098.90,5.0%,1.267,0.080
MN,2010Q3,179648.50,170666.07,8982.42,5.0%,1.250,0.050
MN,2010Q4,177197.34,168337.48,8859.87,5.0%,1.233,0.028
MN,2011Q1,174900.55,166155.52,8745.03,5.0%,1.217,0.016
MN,2011Q2,173285.95,164621.66,8664.30,5.0%,1.206,0.010
MN,2011Q3,172637.49,164005.61,8631.87,5.0%,1.202,0.008
MN,2011Q4,172976.30,164327.48,8648.81,5.0%,1.204,0.008
MN,2012Q1,174265.56,164860.30,9405.25,5.4%,1.213,0.008
MN,2012Q2,176434.75,165116.25,11318.50,6.4%,1.228,0.010
MN,2012Q3,179278.57,165300.92,13977.65,7.8%,1.248,0.012
MN,2012Q4,182535.74,165620.25,16915.49,9.3%,1.270,0.015
MN,2013Q1,185966.91,166231.37,19735.54,10.6%,1.294,0.017
MN,2013Q2,189281.76,167097.96,22183.80,11.7%,1.317,0.019
MN,2013Q3,192344.73,168135.36,24209.37,12.6%,1.339,0.021
MN,2013Q4,194998.03,169258.84,25739.20,13.2%,1.357,0.023
MN,2014Q1,197272.48,172364.21,24908.26,12.6%,1.373,0.022
MN,2014Q2,199245.91,172448.27,26797.64,13.4%,1.387,0.023
MN,2014Q3,201107.42,176016.13,25091.29,12.5%,1.400,0.022
MN,2014Q4,203094.02,179492.06,23601.96,11.6%,1.413,0.021
MN,2015Q1,205345.10,179567.95,25777.15,12.6%,1.429,0.023
MN,2015Q2,207901.04,177742.97,30158.07,14.5%,1.447,0.027
MN,2015Q3,210687.24,178601.59,32085.64,15.2%,1.466,0.028
MN,2015Q4,213663.66,180183.92,33479.74,15.7%,1.487,0.030
MN,2016Q1,216721.27,181873.17,34848.10,16.1%,1.508,0.031
MS,1975Q1,24185.20,22551.11,1634.08,6.8%,0.252,0.000
MS,1975Q2,24246.63,22761.53,1485.11,6.1%,0.253,0.000
MS,1975Q3,24371.64,22880.31,1491.33,6.1%,0.254,0.000
MS,1975Q4,24576.54,23024.21,1552.34,6.3%,0.256,0.000
MS,1976Q1,24871.50,23285.93,1585.57,6.4%,0.259,0.000
MS,1976Q2,25243.68,23656.93,1586.75,6.3%,0.263,0.000
MS,1976Q3,25669.30,24107.52,1561.78,6.1%,0.268,0.000
MS,1976Q4,26186.04,24607.42,1578.63,6.0%,0.273,0.000
MS,1977Q1,26720.60,25128.80,1591.80,6.0%,0.279,0.000
MS,1977Q2,27371.53,25662.38,1709.15,6.2%,0.285,0.000
MS,1977Q3,28172.47,26199.54,1972.94,7.0%,0.294,0.000
MS,1977Q4,29146.45,26732.92,2413.53,8.3%,0.304,0.000
MS,1978Q1,30222.89,27264.06,2958.84,9.8%,0.315,0.000
MS,1978Q2,31378.89,27801.50,3577.39,11.4%,0.327,0.000
MS,1978Q3,32583.80,28371.47,4212.33,12.9%,0.340,0.000
MS,1978Q4,33736.01,28995.80,4740.22,14.1%,0.352,0.000
MS,1979Q1,34799.27,29685.84,5113.43,14.7%,0.363,0.000
MS,1979Q2,35664.38,30431.67,5232.71,14.7%,0.372,0.000
MS,1979Q3,36268.03,31206.33,5061.70,14.0%,0.378,0.000
MS,1979Q4,36623.60,31985.85,4637.75,12.7%,0.382,0.000
MS,1980Q1,36993.36,32745.89,4247.47,11.5%,0.386,0.000
MS,1980Q2,37403.13,33474.61,3928.52,10.5%,0.390,0.000
MS,1980Q3,37859.64,34153.18,3706.46,9.8%,0.395,0.000
MS,1980Q4,38284.35,34765.01,3519.34,9.2%,0.399,0.000
MS,1981Q1,38694.78,35308.05,3386.73,8.8%,0.403,0.000
MS,1981Q2,39125.29,35824.65,3300.64,8.4%,0.408,0.000
MS,1981Q3,39317.97,36374.80,2943.17,7.5%,0.410,0.000
MS,1981Q4,39466.19,37017.27,2448.91,6.2%,0.412,0.000
MS,1982Q1,39916.54,37782.67,2133.87,5.3%,0.416,0.000
MS,1982Q2,40614.55,38583.83,2030.73,5.0%,0.423,0.000
MS,1982Q3,41448.36,39375.94,2072.42,5.0%,0.432,0.000
MS,1982Q4,42296.19,40181.38,2114.81,5.0%,0.441,0.000
