STATE,Date,Home Value,Structure Cost,Land Value,Land Share (Pct),Home Price Index,Land Price Index
MS,1983Q1,43123.00,40966.85,2156.15,5.0%,0.450,0.000
MS,1983Q2,43861.57,41668.49,2193.08,5.0%,0.457,0.000
MS,1983Q3,44518.02,42292.12,2225.90,5.0%,0.464,0.000
MS,1983Q4,45137.55,42880.68,2256.88,5.0%,0.471,0.000
MS,1984Q1,45673.90,43390.21,2283.70,5.0%,0.476,0.000
MS,1984Q2,46113.44,43807.77,2305.67,5.0%,0.481,0.000
MS,1984Q3,46614.60,44283.87,2330.73,5.0%,0.486,0.001
MS,1984Q4,47299.16,44934.20,2364.96,5.0%,0.493,0.001
MS,1985Q1,48154.10,45746.39,2407.70,5.0%,0.502,0.001
MS,1985Q2,49035.70,46583.92,2451.79,5.0%,0.511,0.001
MS,1985Q3,49854.67,47361.94,2492.73,5.0%,0.520,0.001
MS,1985Q4,50581.16,47859.80,2721.36,5.4%,0.527,0.001
MS,1986Q1,51216.52,48114.14,3102.39,6.1%,0.534,0.002
MS,1986Q2,51748.08,48378.16,3369.92,6.5%,0.540,0.002
MS,1986Q3,52158.23,48646.73,3511.51,6.7%,0.544,0.002
MS,1986Q4,52479.28,48913.39,3565.89,6.8%,0.547,0.002
MS,1987Q1,52705.65,49170.78,3534.87,6.7%,0.550,0.002
MS,1987Q2,52821.70,49421.65,3400.05,6.4%,0.551,0.002
MS,1987Q3,52848.22,49662.96,3185.26,6.0%,0.551,0.002
MS,1987Q4,52853.11,49893.51,2959.60,5.6%,0.551,0.002
MS,1988Q1,52903.15,50113.25,2789.90,5.3%,0.552,0.001
MS,1988Q2,53027.19,50328.85,2698.34,5.1%,0.553,0.001
MS,1988Q3,53208.31,50547.89,2660.42,5.0%,0.555,0.001
MS,1988Q4,53478.92,50804.98,2673.95,5.0%,0.558,0.001
MS,1989Q1,53827.66,51136.28,2691.38,5.0%,0.561,0.001
MS,1989Q2,54313.68,51597.99,2715.68,5.0%,0.566,0.002
MS,1989Q3,54843.08,52100.93,2742.15,5.0%,0.572,0.002
MS,1989Q4,55326.09,52559.79,2766.30,5.0%,0.577,0.002
MS,1990Q1,55749.94,52962.45,2787.50,5.0%,0.581,0.002
MS,1990Q2,56113.56,53307.88,2805.68,5.0%,0.585,0.002
MS,1990Q3,56465.80,53642.51,2823.29,5.0%,0.589,0.002
MS,1990Q4,56852.44,54009.82,2842.62,5.0%,0.593,0.002
MS,1991Q1,57315.69,54449.91,2865.78,5.0%,0.598,0.003
MS,1991Q2,57847.40,54955.03,2892.37,5.0%,0.603,0.003
MS,1991Q3,58485.50,55561.23,2924.28,5.0%,0.610,0.003
MS,1991Q4,59238.50,56276.58,2961.93,5.0%,0.618,0.004
MS,1992Q1,60045.11,57042.86,3002.26,5.0%,0.626,0.005
MS,1992Q2,60830.45,57788.92,3041.52,5.0%,0.634,0.006
MS,1992Q3,61594.43,58514.71,3079.72,5.0%,0.642,0.007
MS,1992Q4,62384.38,59265.16,3119.22,5.0%,0.650,0.008
MS,1993Q1,63255.77,60092.98,3162.79,5.0%,0.660,0.009
MS,1993Q2,64246.76,61034.42,3212.34,5.0%,0.670,0.011
MS,1993Q3,65358.85,62090.91,3267.94,5.0%,0.682,0.013
MS,1993Q4,66551.14,63223.59,3327.56,5.0%,0.694,0.016
MS,1994Q1,67780.24,64391.22,3389.01,5.0%,0.707,0.019
MS,1994Q2,68997.28,65547.42,3449.86,5.0%,0.719,0.024
MS,1994Q3,70164.32,66656.10,3508.22,5.0%,0.732,0.030
MS,1994Q4,71277.50,67713.62,3563.87,5.0%,0.743,0.037
MS,1995Q1,72341.19,68724.14,3617.06,5.0%,0.754,0.045
MS,1995Q2,73373.23,69704.57,3668.66,5.0%,0.765,0.052
MS,1995Q3,74384.81,70665.57,3719.24,5.0%,0.776,0.060
MS,1995Q4,75386.61,71617.28,3769.33,5.0%,0.786,0.066
MS,1996Q1,76387.66,72568.27,3819.38,5.0%,0.797,0.072
MS,1996Q2,77418.25,73547.34,3870.91,5.0%,0.807,0.077
MS,1996Q3,78468.87,74545.43,3923.44,5.0%,0.818,0.084
MS,1996Q4,79489.91,75515.41,3974.50,5.0%,0.829,0.095
MS,1997Q1,80482.62,76458.49,4024.13,5.0%,0.839,0.110
MS,1997Q2,81473.69,77400.00,4073.68,5.0%,0.850,0.132
MS,1997Q3,82497.87,78372.98,4124.89,5.0%,0.860,0.159
MS,1997Q4,83606.53,79426.21,4180.33,5.0%,0.872,0.190
MS,1998Q1,84816.81,80575.97,4240.84,5.0%,0.884,0.222
MS,1998Q2,86097.68,81792.79,4304.88,5.0%,0.898,0.255
MS,1998Q3,87430.68,83059.15,4371.53,5.0%,0.912,0.294
MS,1998Q4,88797.18,84357.32,4439.86,5.0%,0.926,0.346
MS,1999Q1,90130.97,85624.42,4506.55,5.0%,0.940,0.415
MS,1999Q2,91385.69,86816.41,4569.28,5.0%,0.953,0.502
MS,1999Q3,92555.99,87928.19,4627.80,5.0%,0.965,0.607
MS,1999Q4,93665.68,88635.95,5029.73,5.4%,0.977,0.731
MS,2000Q1,94775.99,88802.44,5973.55,6.3%,0.988,0.867
MS,2000Q2,95902.21,89019.14,6883.07,7.2%,1.000,1.000
MS,2000Q3,97007.53,89322.27,7685.26,7.9%,1.012,1.118
MS,2000Q4,98084.49,89752.54,8331.96,8.5%,1.023,1.213
MS,2001Q1,99172.60,90342.36,8830.24,8.9%,1.034,1.291
MS,2001Q2,100297.55,90979.50,9318.06,9.3%,1.046,1.364
MS,2001Q3,101453.14,91578.60,9874.54,9.7%,1.058,1.447
MS,2001Q4,102618.05,92039.27,10578.77,10.3%,1.070,1.551
MS,2002Q1,103787.03,92273.79,11513.24,11.1%,1.082,1.686
MS,2002Q2,104998.62,92371.57,12627.05,12.0%,1.095,1.850
MS,2002Q3,106302.30,92395.78,13906.52,13.1%,1.108,2.038
MS,2002Q4,107645.30,92426.24,15219.06,14.1%,1.122,2.233
MS,2003Q1,108957.98,92566.35,16391.62,15.0%,1.136,2.409
MS,2003Q2,110245.71,92972.05,17273.66,15.7%,1.150,2.541
MS,2003Q3,111569.04,93837.35,17731.69,15.9%,1.163,2.611
MS,2003Q4,113002.83,95350.43,17652.40,15.6%,1.178,2.602
MS,2004Q1,114617.94,97607.23,17010.70,14.8%,1.195,2.510
MS,2004Q2,116417.73,100298.77,16118.96,13.8%,1.214,2.380
MS,2004Q3,118409.21,103035.54,15373.67,13.0%,1.235,2.272
MS,2004Q4,120658.50,105423.65,15234.85,12.6%,1.258,2.253
MS,2005Q1,123267.75,107236.31,16031.43,13.0%,1.285,2.374
MS,2005Q2,126233.22,108680.79,17552.44,13.9%,1.316,2.600
MS,2005Q3,129542.18,110207.28,19334.90,14.9%,1.351,2.865
MS,2005Q4,133063.68,112229.91,20833.77,15.7%,1.387,3.087
MS,2006Q1,136613.04,114919.19,21693.85,15.9%,1.425,3.208
MS,2006Q2,140043.90,118293.84,21750.06,15.5%,1.460,3.218
MS,2006Q3,143202.99,121913.13,21289.86,14.9%,1.493,3.152
MS,2006Q4,145926.04,125436.71,20489.33,14.0%,1.522,3.038
MS,2007Q1,148023.89,128658.58,19365.31,13.1%,1.543,2.881
MS,2007Q2,149321.00,131525.76,17795.24,11.9%,1.557,2.651
MS,2007Q3,149950.50,134311.61,15638.89,10.4%,1.564,2.332
MS,2007Q4,150037.69,137224.77,12812.92,8.5%,1.564,1.912
MS,2008Q1,149615.69,140356.38,9259.32,6.2%,1.560,1.382
MS,2008Q2,148758.61,141320.67,7437.93,5.0%,1.551,0.814
MS,2008Q3,147614.14,140233.44,7380.71,5.0%,1.539,0.445
MS,2008Q4,146478.81,139154.86,7323.94,5.0%,1.527,0.316
MS,2009Q1,145457.16,138184.30,7272.86,5.0%,1.517,0.292
MS,2009Q2,144686.02,136769.35,7916.67,5.5%,1.509,0.318
MS,2009Q3,144058.86,135096.20,8962.66,6.2%,1.502,0.360
MS,2009Q4,143446.23,133859.48,9586.74,6.7%,1.496,0.385
MS,2010Q1,142912.31,133586.20,9326.10,6.5%,1.490,0.374
MS,2010Q2,142516.46,134176.69,8339.77,5.9%,1.486,0.334
MS,2010Q3,142221.49,135110.41,7111.07,5.0%,1.483,0.276
MS,2010Q4,142032.29,134930.68,7101.61,5.0%,1.481,0.211
MS,2011Q1,142107.65,135002.26,7105.38,5.0%,1.482,0.169
MS,2011Q2,142566.02,135437.72,7128.30,5.0%,1.487,0.146
MS,2011Q3,143393.65,136223.97,7169.68,5.0%,1.495,0.136
MS,2011Q4,144473.93,137250.23,7223.70,5.0%,1.506,0.135
MS,2012Q1,145601.52,138149.15,7452.36,5.1%,1.518,0.139
MS,2012Q2,146908.64,138900.86,8007.78,5.5%,1.532,0.149
MS,2012Q3,148416.03,139610.02,8806.01,5.9%,1.548,0.164
MS,2012Q4,150007.88,140381.63,9626.25,6.4%,1.564,0.180
MS,2013Q1,151572.81,141296.02,10276.78,6.8%,1.580,0.192
MS,2013Q2,152983.51,142335.48,10648.03,7.0%,1.595,0.199
MS,2013Q3,154234.60,143457.92,10776.68,7.0%,1.608,0.201
MS,2013Q4,155486.70,144621.51,10865.19,7.0%,1.621,0.203
MS,2014Q1,156839.61,147253.72,9585.89,6.1%,1.635,0.179
MS,2014Q2,158344.30,147303.09,11041.20,7.0%,1.651,0.207
MS,2014Q3,160051.40,150329.66,9721.74,6.1%,1.669,0.182
MS,2014Q4,161968.34,153281.71,8686.63,5.4%,1.689,0.163
MS,2015Q1,164141.68,153328.69,10813.00,6.6%,1.712,0.202
MS,2015Q2,166568.24,151750.47,14817.77,8.9%,1.737,0.278
MS,2015Q3,169274.56,152463.39,16811.17,9.9%,1.765,0.315
MS,2015Q4,172223.25,153793.84,18429.40,10.7%,1.796,0.346
MS,2016Q1,175271.40,155215.19,20056.21,11.4%,1.828,0.376
MO,1975Q1,24984.82,23735.58,1249.24,5.0%,0.209,0.000
MO,1975Q2,25233.61,23971.93,1261.68,5.0%,0.212,0.000
MO,1975Q3,25425.24,24153.97,1271.26,5.0%,0.213,0.000
MO,1975Q4,25710.59,24425.06,1285.53,5.0%,0.216,0.000
MO,1976Q1,26147.99,24840.59,1307.40,5.0%,0.219,0.000
MO,1976Q2,26683.09,25297.95,1385.14,5.2%,0.224,0.000
MO,1976Q3,27187.92,25828.53,1359.40,5.0%,0.228,0.000
MO,1976Q4,27809.05,26418.60,1390.45,5.0%,0.233,0.000
MO,1977Q1,28654.25,27221.54,1432.71,5.0%,0.240,0.000
MO,1977Q2,29712.58,27794.49,1918.09,6.5%,0.249,0.000
MO,1977Q3,30847.18,28205.91,2641.27,8.6%,0.259,0.000
MO,1977Q4,32102.52,28643.61,3458.91,10.8%,0.269,0.000
MO,1978Q1,33475.04,29144.53,4330.51,12.9%,0.281,0.000
MO,1978Q2,34888.78,29695.55,5193.22,14.9%,0.293,0.000
MO,1978Q3,36203.20,30296.39,5906.81,16.3%,0.304,0.000
MO,1978Q4,37469.01,30941.00,6528.01,17.4%,0.314,0.000
MO,1979Q1,38715.99,31616.41,7099.58,18.3%,0.325,0.000
MO,1979Q2,39877.56,32322.24,7555.33,18.9%,0.334,0.000
MO,1979Q3,40860.94,33037.82,7823.12,19.1%,0.343,0.000
MO,1979Q4,41748.55,33748.18,8000.37,19.2%,0.350,0.000
MO,1980Q1,42559.55,34442.15,8117.40,19.1%,0.357,0.000
MO,1980Q2,43256.10,35122.83,8133.27,18.8%,0.363,0.000
MO,1980Q3,43661.26,35797.06,7864.20,18.0%,0.366,0.000
MO,1980Q4,43840.19,36471.81,7368.38,16.8%,0.368,0.000
MO,1981Q1,43864.70,37164.30,6700.40,15.3%,0.368,0.000
MO,1981Q2,43832.88,37889.72,5943.16,13.6%,0.368,0.000
MO,1981Q3,43809.83,38687.51,5122.31,11.7%,0.367,0.000
MO,1981Q4,43855.43,39591.45,4263.99,9.7%,0.368,0.000
MO,1982Q1,44028.79,40608.82,3419.97,7.8%,0.369,0.000
MO,1982Q2,44355.11,41648.44,2706.67,6.1%,0.372,0.000
MO,1982Q3,44879.53,42590.15,2289.38,5.1%,0.376,0.000
MO,1982Q4,45594.50,43314.78,2279.73,5.0%,0.382,0.000
MO,1983Q1,46490.81,44166.27,2324.54,5.0%,0.390,0.000
MO,1983Q2,47532.46,45155.84,2376.62,5.0%,0.399,0.000
MO,1983Q3,48642.71,46210.58,2432.14,5.0%,0.408,0.000
MO,1983Q4,49743.76,47256.57,2487.19,5.0%,0.417,0.000
MO,1984Q1,50828.28,48286.87,2541.41,5.0%,0.426,0.000
MO,1984Q2,51918.01,49322.11,2595.90,5.0%,0.435,0.000
MO,1984Q3,53010.96,50360.41,2650.55,5.0%,0.444,0.001
MO,1984Q4,54081.09,51377.03,2704.05,5.0%,0.453,0.001
MO,1985Q1,55160.56,52402.53,2758.03,5.0%,0.463,0.001
MO,1985Q2,56263.46,53450.28,2813.17,5.0%,0.472,0.001
MO,1985Q3,57359.59,54491.61,2867.98,5.0%,0.481,0.002
MO,1985Q4,58447.44,55525.07,2922.37,5.0%,0.490,0.002
MO,1986Q1,59558.96,56581.01,2977.95,5.0%,0.499,0.002
MO,1986Q2,60730.29,57693.77,3036.51,5.0%,0.509,0.003
MO,1986Q3,61961.75,58863.66,3098.09,5.0%,0.520,0.004
MO,1986Q4,63221.08,60060.02,3161.05,5.0%,0.530,0.005
MO,1987Q1,64465.47,61242.19,3223.27,5.0%,0.541,0.006
MO,1987Q2,65648.80,62366.36,3282.44,5.0%,0.550,0.008
MO,1987Q3,66716.34,63380.52,3335.82,5.0%,0.559,0.009
MO,1987Q4,67659.08,64276.13,3382.95,5.0%,0.567,0.010
MO,1988Q1,68506.47,65081.14,3425.32,5.0%,0.574,0.011
MO,1988Q2,69297.39,65832.52,3464.87,5.0%,0.581,0.011
MO,1988Q3,70028.39,66526.97,3501.42,5.0%,0.587,0.012
MO,1988Q4,70703.11,67167.96,3535.16,5.0%,0.593,0.013
MO,1989Q1,71353.27,67785.61,3567.66,5.0%,0.598,0.014
MO,1989Q2,71998.58,68398.65,3599.93,5.0%,0.604,0.015
MO,1989Q3,72615.42,68984.65,3630.77,5.0%,0.609,0.016
MO,1989Q4,73180.25,69451.88,3728.37,5.1%,0.614,0.017
MO,1990Q1,73684.88,69815.53,3869.35,5.3%,0.618,0.017
MO,1990Q2,74146.37,70173.26,3973.11,5.4%,0.622,0.018
MO,1990Q3,74399.74,70537.36,3862.38,5.2%,0.624,0.017
MO,1990Q4,74694.79,70921.75,3773.04,5.1%,0.626,0.017
MO,1991Q1,75087.61,71333.23,3754.38,5.0%,0.630,0.017
MO,1991Q2,75567.86,71789.47,3778.39,5.0%,0.634,0.017
MO,1991Q3,76123.33,72317.17,3806.17,5.0%,0.638,0.018
MO,1991Q4,76737.71,72900.83,3836.89,5.0%,0.643,0.019
MO,1992Q1,77371.03,73502.48,3868.55,5.0%,0.649,0.021
MO,1992Q2,78014.71,74113.98,3900.74,5.0%,0.654,0.024
MO,1992Q3,78693.89,74759.19,3934.69,5.0%,0.660,0.026
MO,1992Q4,79448.39,75475.97,3972.42,5.0%,0.666,0.029
MO,1993Q1,80324.74,76308.50,4016.24,5.0%,0.674,0.032
MO,1993Q2,81359.86,77291.87,4067.99,5.0%,0.682,0.035
MO,1993Q3,82518.94,78392.99,4125.95,5.0%,0.692,0.040
MO,1993Q4,83757.66,79569.77,4187.88,5.0%,0.702,0.046
MO,1994Q1,85023.15,80771.99,4251.16,5.0%,0.713,0.054
MO,1994Q2,86269.11,81955.66,4313.46,5.0%,0.723,0.063
MO,1994Q3,87475.13,83101.37,4373.76,5.0%,0.733,0.073
MO,1994Q4,88648.59,84216.17,4432.43,5.0%,0.743,0.082
MO,1995Q1,89820.32,85329.31,4491.02,5.0%,0.753,0.091
MO,1995Q2,90999.31,86449.34,4549.97,5.0%,0.763,0.099
MO,1995Q3,92193.34,87583.67,4609.67,5.0%,0.773,0.107
MO,1995Q4,93377.80,88708.91,4668.89,5.0%,0.783,0.116
MO,1996Q1,94544.91,89817.66,4727.25,5.0%,0.793,0.126
MO,1996Q2,95690.33,90905.81,4784.52,5.0%,0.802,0.138
MO,1996Q3,96791.73,91952.14,4839.59,5.0%,0.812,0.152
MO,1996Q4,97848.97,92956.52,4892.45,5.0%,0.820,0.169
MO,1997Q1,98871.87,93928.27,4943.59,5.0%,0.829,0.190
MO,1997Q2,99894.97,94900.22,4994.75,5.0%,0.838,0.215
MO,1997Q3,100993.20,95943.54,5049.66,5.0%,0.847,0.242
MO,1997Q4,102216.63,97105.80,5110.83,5.0%,0.857,0.269
MO,1998Q1,103579.76,98400.77,5178.99,5.0%,0.869,0.292
MO,1998Q2,105082.54,99828.41,5254.13,5.0%,0.881,0.316
MO,1998Q3,106704.53,101369.31,5335.23,5.0%,0.895,0.347
MO,1998Q4,108412.16,102991.55,5420.61,5.0%,0.909,0.391
MO,1999Q1,110161.94,104653.84,5508.10,5.0%,0.924,0.457
MO,1999Q2,111918.54,105895.31,6023.23,5.4%,0.938,0.546
MO,1999Q3,113685.04,106480.43,7204.61,6.3%,0.953,0.654
MO,1999Q4,115482.32,107032.65,8449.68,7.3%,0.968,0.767
MO,2000Q1,117342.74,107598.07,9744.66,8.3%,0.984,0.884
MO,2000Q2,119261.20,108255.19,11006.01,9.2%,1.000,1.000
MO,2000Q3,121208.91,109030.70,12178.21,10.0%,1.016,1.108
MO,2000Q4,123199.61,109964.76,13234.85,10.7%,1.033,1.207
MO,2001Q1,125214.85,111114.70,14100.15,11.3%,1.050,1.293
MO,2001Q2,127250.00,112340.07,14909.93,11.7%,1.067,1.370
MO,2001Q3,129253.59,113601.99,15651.60,12.1%,1.084,1.441
MO,2001Q4,131216.17,114825.92,16390.25,12.5%,1.100,1.511
MO,2002Q1,133167.34,115911.67,17255.67,13.0%,1.117,1.590
MO,2002Q2,135152.78,116852.88,18299.90,13.5%,1.133,1.688
MO,2002Q3,137203.72,117555.97,19647.76,14.3%,1.150,1.815
MO,2002Q4,139335.99,117954.03,21381.95,15.3%,1.168,1.977
MO,2003Q1,141540.78,118075.72,23465.06,16.6%,1.187,2.175
MO,2003Q2,143813.43,118237.65,25575.78,17.8%,1.206,2.374
MO,2003Q3,146171.91,118880.53,27291.38,18.7%,1.226,2.537
MO,2003Q4,148594.63,120432.42,28162.22,19.0%,1.246,2.621
MO,2004Q1,151052.12,123152.02,27900.10,18.5%,1.267,2.599
MO,2004Q2,153535.31,126680.78,26854.53,17.5%,1.287,2.505
MO,2004Q3,156072.44,130471.76,25600.68,16.4%,1.309,2.391
MO,2004Q4,158692.78,133986.41,24706.37,15.6%,1.331,2.310
MO,2005Q1,161375.17,136821.05,24554.12,15.2%,1.353,2.299
MO,2005Q2,164111.78,139112.01,24999.77,15.2%,1.376,2.343
MO,2005Q3,166815.11,141128.96,25686.14,15.4%,1.399,2.411
MO,2005Q4,169388.53,143141.14,26247.39,15.5%,1.420,2.467
MO,2006Q1,171705.21,145333.33,26371.87,15.4%,1.440,2.482
MO,2006Q2,173674.11,147596.74,26077.36,15.0%,1.456,2.458
MO,2006Q3,175292.42,149726.35,25566.08,14.6%,1.470,2.414
MO,2006Q4,176504.78,151523.42,24981.36,14.2%,1.480,2.362
MO,2007Q1,177235.62,152893.50,24342.11,13.7%,1.486,2.307
MO,2007Q2,177382.39,154056.93,23325.46,13.1%,1.487,2.214
MO,2007Q3,176931.82,155369.12,21562.70,12.2%,1.484,2.050
MO,2007Q4,175924.80,157171.63,18753.17,10.7%,1.475,1.785
MO,2008Q1,174583.48,159663.55,14919.93,8.5%,1.464,1.421
MO,2008Q2,173188.85,162444.34,10744.51,6.2%,1.452,1.024
MO,2008Q3,171879.48,163285.51,8593.97,5.0%,1.441,0.657
MO,2008Q4,170791.39,162251.82,8539.57,5.0%,1.432,0.440
MO,2009Q1,169940.74,161443.70,8497.04,5.0%,1.425,0.365
MO,2009Q2,169210.82,160750.28,8460.54,5.0%,1.419,0.342
MO,2009Q3,168508.17,160082.76,8425.41,5.0%,1.413,0.333
MO,2009Q4,167727.29,159340.93,8386.36,5.0%,1.406,0.313
MO,2010Q1,166701.13,158366.07,8335.06,5.0%,1.398,0.264
MO,2010Q2,165419.61,157148.63,8270.98,5.0%,1.387,0.197
MO,2010Q3,163847.38,155655.01,8192.37,5.0%,1.374,0.129
MO,2010Q4,162239.09,154127.13,8111.95,5.0%,1.360,0.078
MO,2011Q1,160995.19,152945.43,8049.76,5.0%,1.350,0.049
MO,2011Q2,160386.71,152367.38,8019.34,5.0%,1.345,0.034
MO,2011Q3,160496.91,152472.06,8024.85,5.0%,1.346,0.027
MO,2011Q4,161192.86,153133.22,8059.64,5.0%,1.352,0.025
MO,2012Q1,162377.26,154162.15,8215.11,5.1%,1.362,0.025
MO,2012Q2,163922.07,154927.55,8994.53,5.5%,1.374,0.028
MO,2012Q3,165729.83,155605.89,10123.94,6.1%,1.390,0.031
MO,2012Q4,167737.98,156374.37,11363.61,6.8%,1.406,0.035
MO,2013Q1,169823.21,157369.53,12453.68,7.3%,1.424,0.038
MO,2013Q2,171898.46,158565.40,13333.06,7.8%,1.441,0.041
MO,2013Q3,173898.41,159895.30,14003.12,8.1%,1.458,0.043
MO,2013Q4,175794.31,161292.49,14501.82,8.2%,1.474,0.045
MO,2014Q1,177654.47,164235.64,13418.84,7.6%,1.490,0.041
MO,2014Q2,179569.33,164299.01,15270.32,8.5%,1.506,0.047
MO,2014Q3,181636.47,167682.77,13953.70,7.7%,1.523,0.043
MO,2014Q4,183924.94,170979.55,12945.39,7.0%,1.542,0.040
MO,2015Q1,186440.46,171036.77,15403.69,8.3%,1.563,0.048
MO,2015Q2,189238.41,169282.41,19956.00,10.5%,1.587,0.062
MO,2015Q3,192289.16,170084.24,22204.92,11.5%,1.612,0.069
MO,2015Q4,195510.10,171575.29,23934.80,12.2%,1.639,0.074
MO,2016Q1,198810.75,173168.11,25642.64,12.9%,1.667,0.079
MT,1975Q1,24614.48,23383.75,1230.72,5.0%,0.189,0.000
MT,1975Q2,25350.41,24082.89,1267.52,5.0%,0.195,0.000
MT,1975Q3,26088.22,24783.81,1304.41,5.0%,0.201,0.000
MT,1975Q4,26834.39,25492.67,1341.72,5.0%,0.207,0.000
MT,1976Q1,27665.05,26281.79,1383.25,5.0%,0.213,0.000
MT,1976Q2,28585.94,27156.64,1429.30,5.0%,0.220,0.000
MT,1976Q3,29564.80,28086.56,1478.24,5.0%,0.228,0.000
MT,1976Q4,30714.91,29179.16,1535.75,5.0%,0.236,0.000
MT,1977Q1,32135.89,30529.09,1606.79,5.0%,0.247,0.000
MT,1977Q2,33850.15,32157.64,1692.51,5.0%,0.261,0.000
MT,1977Q3,35789.53,33034.30,2755.23,7.7%,0.275,0.000
MT,1977Q4,37826.15,33785.16,4040.98,10.7%,0.291,0.001
MT,1978Q1,39814.14,34503.96,5310.18,13.3%,0.306,0.001
MT,1978Q2,41564.84,35194.76,6370.07,15.3%,0.320,0.001
MT,1978Q3,43095.66,35912.90,7182.76,16.7%,0.332,0.001
MT,1978Q4,44476.48,36703.83,7772.65,17.5%,0.342,0.001
MT,1979Q1,45741.38,37594.83,8146.55,17.8%,0.352,0.001
MT,1979Q2,46838.72,38572.86,8265.86,17.6%,0.361,0.001
MT,1979Q3,47673.90,39594.22,8079.68,16.9%,0.367,0.001
MT,1979Q4,48300.34,40619.91,7680.43,15.9%,0.372,0.001
MT,1980Q1,48667.07,41598.01,7069.06,14.5%,0.375,0.001
MT,1980Q2,48956.64,42542.72,6413.92,13.1%,0.377,0.001
MT,1980Q3,49356.59,43418.89,5937.69,12.0%,0.380,0.001
MT,1980Q4,49724.59,44207.35,5517.25,11.1%,0.383,0.001
MT,1981Q1,50211.00,44912.21,5298.79,10.6%,0.387,0.001
MT,1981Q2,50921.41,45570.27,5351.14,10.5%,0.392,0.001
MT,1981Q3,51661.93,46258.62,5403.30,10.5%,0.398,0.001
MT,1981Q4,52162.29,47045.23,5117.06,9.8%,0.402,0.001
MT,1982Q1,52595.04,47972.19,4622.85,8.8%,0.405,0.001
MT,1982Q2,52947.83,48973.89,3973.94,7.5%,0.408,0.001
MT,1982Q3,53216.59,49960.02,3256.57,6.1%,0.410,0.001
MT,1982Q4,53727.29,50841.03,2886.25,5.4%,0.414,0.000
MT,1983Q1,54424.49,51544.48,2880.01,5.3%,0.419,0.000
MT,1983Q2,55565.09,52075.29,3489.80,6.3%,0.428,0.001
MT,1983Q3,57030.60,52453.25,4577.35,8.0%,0.439,0.001
MT,1983Q4,58547.91,52698.77,5849.15,10.0%,0.451,0.001
MT,1984Q1,59802.55,52849.71,6952.84,11.6%,0.460,0.001
MT,1984Q2,60476.07,52955.63,7520.44,12.4%,0.466,0.001
MT,1984Q3,60668.77,53104.38,7564.38,12.5%,0.467,0.001
MT,1984Q4,60659.91,53376.72,7283.19,12.0%,0.467,0.001
MT,1985Q1,60667.07,53821.30,6845.77,11.3%,0.467,0.001
MT,1985Q2,60785.37,54332.32,6453.05,10.6%,0.468,0.001
MT,1985Q3,61099.07,54778.71,6320.36,10.3%,0.470,0.001
MT,1985Q4,61433.43,55025.74,6407.69,10.4%,0.473,0.001
MT,1986Q1,61628.37,54985.68,6642.69,10.8%,0.474,0.001
MT,1986Q2,61647.81,54798.38,6849.43,11.1%,0.475,0.001
MT,1986Q3,61529.81,54639.63,6890.19,11.2%,0.474,0.001
MT,1986Q4,61277.05,54690.39,6586.66,10.7%,0.472,0.001
MT,1987Q1,60923.41,55071.56,5851.86,9.6%,0.469,0.001
MT,1987Q2,60593.22,55695.38,4897.85,8.1%,0.466,0.001
MT,1987Q3,60330.16,56403.08,3927.08,6.5%,0.464,0.001
MT,1987Q4,60251.34,57040.36,3210.99,5.3%,0.464,0.001
MT,1988Q1,60516.70,57490.87,3025.84,5.0%,0.466,0.000
MT,1988Q2,61011.31,57960.75,3050.57,5.0%,0.470,0.001
MT,1988Q3,61599.67,58519.69,3079.98,5.0%,0.474,0.001
MT,1988Q4,62153.59,59045.91,3107.68,5.0%,0.478,0.001
MT,1989Q1,62696.21,59561.40,3134.81,5.0%,0.483,0.001
MT,1989Q2,63309.05,60143.60,3165.45,5.0%,0.487,0.001
MT,1989Q3,64014.09,60813.38,3200.70,5.0%,0.493,0.001
MT,1989Q4,64797.98,61558.08,3239.90,5.0%,0.499,0.001
MT,1990Q1,65697.20,62412.34,3284.86,5.0%,0.506,0.001
MT,1990Q2,66784.17,63444.96,3339.21,5.0%,0.514,0.002
MT,1990Q3,67865.33,64472.06,3393.27,5.0%,0.522,0.002
MT,1990Q4,68984.76,65535.53,3449.24,5.0%,0.531,0.002
MT,1991Q1,70217.08,66706.22,3510.85,5.0%,0.541,0.003
MT,1991Q2,71687.66,68103.27,3584.38,5.0%,0.552,0.004
MT,1991Q3,73368.07,69699.66,3668.40,5.0%,0.565,0.006
MT,1991Q4,75224.71,71463.47,3761.24,5.0%,0.579,0.009
MT,1992Q1,77224.07,73362.87,3861.20,5.0%,0.594,0.013
MT,1992Q2,79379.94,75410.94,3969.00,5.0%,0.611,0.019
MT,1992Q3,81733.21,77646.55,4086.66,5.0%,0.629,0.028
MT,1992Q4,84258.14,80045.23,4212.91,5.0%,0.649,0.042
MT,1993Q1,86916.46,82570.64,4345.82,5.0%,0.669,0.064
MT,1993Q2,89635.67,85153.89,4481.78,5.0%,0.690,0.097
MT,1993Q3,92343.21,87726.05,4617.16,5.0%,0.711,0.144
MT,1993Q4,94988.12,89492.55,5495.57,5.8%,0.731,0.205
MT,1994Q1,97478.08,90370.47,7107.62,7.3%,0.750,0.265
MT,1994Q2,99762.30,91369.66,8392.63,8.4%,0.768,0.314
MT,1994Q3,101737.24,92425.99,9311.25,9.2%,0.783,0.349
